?subject	?label
<http://purl.obolibrary.org/obo/FOODON_03308077>	"crabmeat au gratin (dish)"@en
<http://purl.obolibrary.org/obo/FOODON_03411485>	"sugar palm plant as food source"@en
<http://purl.obolibrary.org/obo/PO_0030101>	"loment fruit"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03310637>	"macaroni dough"@en
<http://purl.obolibrary.org/obo/FOODON_03308704>	"snail (in shell, canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03301370>	"jerusalem artichoke (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03316827>	"vermicelli wheat and soy"@en
<http://purl.obolibrary.org/obo/FOODON_03420186>	"spear or shoot"@en
<http://purl.obolibrary.org/obo/FOODON_00002152>	"plant seed cereal food product"@en
<http://purl.obolibrary.org/obo/FOODON_03304172>	"cookie (french)"@en
<http://purl.obolibrary.org/obo/FOODON_03306271>	"coconut piece (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_00001171>	"cruciferous inflorescence food product"@en
<http://purl.obolibrary.org/obo/FOODON_03400120>	"neutral distilled spirits (us cfr)"@en
<http://purl.obolibrary.org/obo/FOODON_03510213>	"food allergen labelling"@en
<http://purl.obolibrary.org/obo/FOODON_03412822>	"sclerocarya plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03301127>	"grape juice"@en
<http://purl.obolibrary.org/obo/FOODON_03302850>	"chocolate chip cookie"@en
<http://purl.obolibrary.org/obo/FOODON_03315662>	"meatloaf"@en
<http://purl.obolibrary.org/obo/FOODON_03311099>	"pork chow mein"@en
<http://purl.obolibrary.org/obo/FOODON_03305473>	"ice milk-filled cone with topping"@en
<http://purl.obolibrary.org/obo/FOODON_03309272>	"arrowtooth flounder (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03306762>	"cherry pie (frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03301208>	"artichoke heart (quartered)"@en
<http://purl.obolibrary.org/obo/FOODON_03306409>	"imitation mayonnaise"@en
<http://purl.obolibrary.org/obo/FOODON_03302407>	"cola carbonated beverage (decaffeinated, vitamin-fortified)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_1016941>	"Oxynotus centrina"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03411756>	"jewfish as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03510056>	"sugars free food"@en
<http://purl.obolibrary.org/obo/NCBITaxon_183218>	"Abelmoschus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03412940>	"red beet plant as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_161934>	"Beta vulgaris"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03301835>	"oyster (frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03306760>	"chocolate cream pie"@en
<http://purl.obolibrary.org/obo/FOODON_03412655>	"squirrelfish family as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03520468>	"southeastern states"@en
<http://purl.obolibrary.org/obo/NCBITaxon_72092>	"Sebastes ovalis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03302969>	"chinese vegetables (mixed, raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03413743>	"king oyster mushroom as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03302567>	"pimiento cheese spread"@en
<http://purl.obolibrary.org/obo/FOODON_00002425>	"stracchino cheese"@en
<http://purl.obolibrary.org/obo/FOODON_03304086>	"imitation ham soup base"@en
<http://purl.obolibrary.org/obo/FOODON_03400371>	"antioxidant (codex)"@en
<http://www.ebi.ac.uk/ancestro/ancestro_0402>	"Caymanian"@en
<http://purl.obolibrary.org/obo/FOODON_03401238>	"0401000 - oilseeds (ec)"@en
<http://purl.obolibrary.org/obo/FOODON_03301083>	"fish (frozen)"@en
<http://purl.obolibrary.org/obo/UBERON_0000955>	"brain"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/GAZ_00003920>	"Bhutan"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03301205>	"parsley leaf (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03316015>	"dessert fruit based"@en
<http://purl.obolibrary.org/obo/FOODON_03309546>	"milk (lactose-reduced)"@en
<http://purl.obolibrary.org/obo/FOODON_03307903>	"tankage (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03316286>	"sauce (spicy)"@en
<http://purl.obolibrary.org/obo/FOODON_03315064>	"cheese asiago fresh"@en
<http://purl.obolibrary.org/obo/FOODON_03413546>	"red-brown ark as food source"@en
<http://purl.obolibrary.org/obo/PO_0030110>	"pome fruit"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_6592>	"Veneridae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03411347>	"plant used as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03302348>	"apple bread"@en
<http://purl.obolibrary.org/obo/FOODON_00002328>	"vanilla food product"@en
<http://purl.obolibrary.org/obo/RO_0001000>	"derives from"@en
<http://purl.obolibrary.org/obo/FOODON_03413680>	"common octopus as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03430155>	"tablet"@en
<http://purl.obolibrary.org/obo/FOODON_03310115>	"meat and quince conserve (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03311454>	"dessert (aspartame sweetened, ready-to-eat, refrigerated)"@en
<http://purl.obolibrary.org/obo/FOODON_03316381>	"lemon dried"@en
<http://purl.obolibrary.org/obo/FOODON_03414091>	"spotted ray as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_72083>	"Sebastes levis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03305222>	"fruit mix"@en
<http://purl.obolibrary.org/obo/FOODON_03302448>	"butter (artificially colored)"@en
<http://purl.obolibrary.org/obo/FOODON_00001639>	"belgian carrot vegetable food product"@en
<http://purl.obolibrary.org/obo/FOODON_03305743>	"apple juice (concentrated, sweetened)"@en
<http://purl.obolibrary.org/obo/FOODON_03411268>	"lentil plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_00002411>	"apple pie (baked, frozen)"
<http://www.ebi.ac.uk/ancestro/ancestro_0503>	"Cameroonian"@en
<http://purl.obolibrary.org/obo/FOODON_03490145>	"plastic boil-in-bag"@en
<http://purl.obolibrary.org/obo/FOODON_03530260>	"fat content, milk and milk products (eurocode2)"@en
<http://purl.obolibrary.org/obo/FOODON_03304948>	"fish chowder soup base"@en
<http://purl.obolibrary.org/obo/FOODON_00002408>	"thickness of 7 cm or more"@en
<http://purl.obolibrary.org/obo/FOODON_00002127>	"plant based food product for animal"@en
<http://purl.obolibrary.org/obo/FOODON_03302477>	"flavoring (natural sour)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_3605>	"Vitis aestivalis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03520146>	"pacific, northeast (fao major fishing area 67)"@en
<http://purl.obolibrary.org/obo/CHEBI_33680>	"elemental helium"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03413631>	"pacific seabob as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03311234>	"whole milk fortified pasteurized"@en
<http://purl.obolibrary.org/obo/FOODON_00002353>	"wheat cracker food product"@en
<http://purl.obolibrary.org/obo/FOODON_03317242>	"fish (gutted, deep frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03414538>	"pine bolete as food source"@en
<http://www.ebi.ac.uk/ancestro/ancestro_0516>	"Seychellois"@en
<http://purl.obolibrary.org/obo/CHEBI_22301>	"aldonic acid"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03316262>	"soft drink calorie reduced"@en
<http://purl.obolibrary.org/obo/FOODON_03306658>	"cooking oil (blended)"@en
<http://purl.obolibrary.org/obo/FOODON_03311062>	"white raisin"@en
<http://purl.obolibrary.org/obo/FOODON_03411050>	"sea scallop as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03412103>	"camel as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03305453>	"strawberry (unsweetened, frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03311403>	"codfish frozen"@en
<http://purl.obolibrary.org/obo/FOODON_03307369>	"field peas with snap beans (canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03302217>	"carrot (strained, baby food)"@en
<http://purl.obolibrary.org/obo/FOODON_00002050>	"mushroom vegetable food product"@en
<http://purl.obolibrary.org/obo/FOODON_03315292>	"mook (vegetable or nut) (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03460118>	"smoked by smoke infiltration"@en
<http://purl.obolibrary.org/obo/FOODON_03305061>	"soup base"@en
<http://purl.obolibrary.org/obo/FOODON_03401307>	"yeast supplement"@en
<http://purl.obolibrary.org/obo/FOODON_03414483>	"alpine sweetvetch plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03412328>	"orange roughy as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_37656>	"Citrus x paradisi"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03317137>	"artificial sweetener (powder)"@en
<http://purl.obolibrary.org/obo/FOODON_03470114>	"sterilization by hot filling and cooling"@en
<http://purl.obolibrary.org/obo/GAZ_00003756>	"Viet Nam"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03510032>	"food dietary use/label claim"@en
<http://purl.obolibrary.org/obo/CHEBI_83631>	"octyl gallate"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03316032>	"baked good, fine, with a water activity of more than .65"@en
<http://purl.obolibrary.org/obo/FOODON_03413902>	"gulf kingfish as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03510134>	"\"source of\" label claim"@en
<http://purl.obolibrary.org/obo/FOODON_03413681>	"curled octopus as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03301531>	"tangerine (canned)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_445361>	"Saurida tumbil"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03309389>	"carrot (whole and cut, raw)"@en
<http://purl.obolibrary.org/obo/FOODON_00001070>	"miso food product"@en
<http://purl.obolibrary.org/obo/FOODON_03412563>	"serrano pepper plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_00002066>	"olive vegetable food product"@en
<http://purl.obolibrary.org/obo/FOODON_03303784>	"apple (candied)"@en
<http://purl.obolibrary.org/obo/GAZ_00002566>	"Province of Alberta"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03413926>	"black goby as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03305664>	"fruit juice (canned)"@en
<http://www.ebi.ac.uk/ancestro/ancestro_0532>	"Equatorial Guinean"@en
<http://purl.obolibrary.org/obo/FOODON_03413112>	"greens s as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03315034>	"multivitamin food supplement, chewable"@en
<http://purl.obolibrary.org/obo/FOODON_03530190>	"fat content < 3.5%"@en
<http://purl.obolibrary.org/obo/NCBITaxon_348708>	"Coregonus oxyrinchus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03311895>	"spinach creamed canned baby food"@en
<http://purl.obolibrary.org/obo/FOODON_03412852>	"spirochaetales used as food source"@en
<http://purl.obolibrary.org/obo/CHEBI_51143>	"nitrogen molecular entity"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ebi.ac.uk/ancestro/ancestro_0394>	"Swiss"@en
<http://purl.obolibrary.org/obo/FOODON_03411024>	"tropical or subtropical fruit producing plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03413044>	"calcium lactate as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03309660>	"rock lobster (cooked, frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03303175>	"carob bean (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03302275>	"beverage base (artifically colored)"@en
<http://purl.obolibrary.org/obo/FOODON_03306471>	"hare (jugged, with vegetables and wine sauce)"@en
<http://purl.obolibrary.org/obo/FOODON_00001073>	"vinegar food product"@en
<http://purl.obolibrary.org/obo/FOODON_03303833>	"butter oil (lipolyzed)"@en
<http://purl.obolibrary.org/obo/FOODON_03400931>	"10000156 - baking/cooking mixes (shelf stable) (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03530262>	"food content range, other (deprecated)"@en
<http://purl.obolibrary.org/obo/FOODON_03420174>	"part of plant"@en
<http://purl.obolibrary.org/obo/NCBITaxon_31212>	"Littorinidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_00001800>	"dairy dessert food product"@en
<http://purl.obolibrary.org/obo/FOODON_03420244>	"whey"@en
<http://purl.obolibrary.org/obo/FOODON_03315049>	"filling for prebaked cookie"@en
<http://purl.obolibrary.org/obo/NCBITaxon_42337>	"Bidens pilosa"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ebi.ac.uk/ancestro/ancestro_0453>	"Yemeni"@en
<http://purl.obolibrary.org/obo/FOODON_03510132>	"\"light\" label claim"@en
<http://purl.obolibrary.org/obo/FOODON_03414076>	"bigeye dory family as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03412510>	"banana squash plant as food source"@en
<http://purl.obolibrary.org/obo/CHEBI_26935>	"tetraterpenoid"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03490267>	"ceramic or earthenware jar, uncoloured"@en
<http://purl.obolibrary.org/obo/FOODON_03311872>	"cumin (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_00001948>	"heavy wine, 14-24% alcohol, food product"@en
<http://purl.obolibrary.org/obo/NCBITaxon_8801>	"Struthio camelus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03490295>	"aluminium foil wrapper, coated for heat sealing"@en
<http://purl.obolibrary.org/obo/FOODON_03316571>	"beverage syrup cola type"@en
<http://purl.obolibrary.org/obo/NCBITaxon_55708>	"Cardiidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03310173>	"oatmeal instant with apples raisins and walnuts dry"@en
<http://purl.obolibrary.org/obo/FOODON_03490395>	"polyethylene (high density) - polyamide container"@en
<http://purl.obolibrary.org/obo/NCBITaxon_8517>	"Iguana iguana"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03316821>	"vermicelli vegetable (enriched)"@en
<http://purl.obolibrary.org/obo/FOODON_00002235>	"shark food product"@en
<http://purl.obolibrary.org/obo/FOODON_03304819>	"seaweed meal"@en
<http://purl.obolibrary.org/obo/FOODON_03400321>	"stabilizer (us cfr)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_40909>	"Scandix pecten-veneris"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03305208>	"garlic (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03412406>	"bear as food source"@en
<http://purl.obolibrary.org/obo/FOODON_00001945>	"hard cheese food product"@en
<http://purl.obolibrary.org/obo/FOODON_03309234>	"white mullet (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03306026>	"plum nectar (canned)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_303741>	"Sphoeroides spengleri"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03412192>	"chilean pilchard as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03414209>	"cranberry plant"@en
<http://purl.obolibrary.org/obo/NCBITaxon_1204718>	"Lateolabracidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03302974>	"grated cheese (lowfat)"@en
<http://purl.obolibrary.org/obo/FOODON_03317528>	"potato (deep-frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03317435>	"breakfast cereal (puffed)"@en
<http://purl.obolibrary.org/obo/CHEBI_25367>	"molecule"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03308049>	"clam strip (breaded, frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_00002069>	"onion vegetable food product"@en
<http://purl.obolibrary.org/obo/FOODON_03401294>	"3500 ethnic foods (usda sr)"@en
<http://purl.obolibrary.org/obo/GAZ_00002586>	"State of Wisconsin"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03306032>	"reconstituted orange juice (from concentrate, canned)"@en
<http://purl.obolibrary.org/obo/CHEBI_33619>	"boron oxoanion"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03303775>	"chocolate-flavored candy (dietetic)"@en
<http://purl.obolibrary.org/obo/FOODON_03309766>	"corn meal (white)"@en
<http://purl.obolibrary.org/obo/FOODON_03316696>	"animal and vegetable fat product (mixed)"@en
<http://purl.obolibrary.org/obo/FOODON_03315783>	"pinto bean canned"@en
<http://purl.obolibrary.org/obo/ENVO_00010625>	"zoological garden"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_700796>	"Harengula humeralis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03307416>	"distilled water (bottled)"@en
<http://purl.obolibrary.org/obo/FOODON_03307022>	"passion fruit pulp"@en
<http://purl.obolibrary.org/obo/FOODON_03317183>	"fungi edible dried"@en
<http://purl.obolibrary.org/obo/NCBITaxon_22002>	"Verbena"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ebi.ac.uk/ancestro/ancestro_0342>	"Kazakhstani"@en
<http://purl.obolibrary.org/obo/FOODON_03302712>	"lemon juice concentrate"@en
<http://purl.obolibrary.org/obo/FOODON_03412237>	"kahawai as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03400114>	"frozen dairy dessert (us cfr)"@en
<http://purl.obolibrary.org/obo/FOODON_03490114>	"ceramic or earthenware bottle"@en
<http://purl.obolibrary.org/obo/FOODON_03413490>	"caramote prawn as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03305365>	"crab cake"@en
<http://purl.obolibrary.org/obo/FOODON_03411604>	"green asparagus plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03411227>	"carrot plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03306650>	"imitation grape punch (artificially flavored)"@en
<http://purl.obolibrary.org/obo/FOODON_00001795>	"cucumber vegetable food product"@en
<http://purl.obolibrary.org/obo/FOODON_03317358>	"poultry product (raw, packaged, frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03310850>	"manchego cheese"@en
<http://purl.obolibrary.org/obo/FOODON_03306929>	"pineapple tidbits (mixed sizes, canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03411643>	"hot pepper plant as food source"@en
<http://purl.obolibrary.org/obo/CHEBI_33118>	"boric acid"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03413545>	"pinto abalone as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03310114>	"linseed seed"@en
<http://purl.obolibrary.org/obo/FOODON_03411627>	"burbot as food source"@en
<http://purl.obolibrary.org/obo/FOODON_00002013>	"macaroni or noodle food product"@en
<http://purl.obolibrary.org/obo/FOODON_03308396>	"cod steak (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03306596>	"citron (raw)"@en
